date,time,DOY,LOGGERPOWER_1_1_1,LOGGERTEMP_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SHFSENS1_1_1_1,SHFSENS2_2_1_1,SHFSENS3_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,VERSION_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[OTHER],[OTHER],[OTHER],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[OTHER]
2022-07-30,04:00,211.1666,1.00000,25.4400,12.0523,0.198717E-01,0.00000,0.595773E-02,99.9817,-13.5270,-47643.7,14990.5,-6632.40,1.00000,1.00000,1.00000,0.661550,0.633222,0.590994,296.726,299.550,299.850,299.956,2.00000
2022-07-30,04:30,211.1874,1.00000,25.2300,12.0299,0.198717E-01,0.00000,0.211830E-01,99.9812,-31.5298,-46903.9,3517.07,-23516.3,1.00000,1.00000,1.00000,0.661384,0.633139,0.591000,296.660,299.550,299.850,299.850,2.00000
2022-07-30,05:00,211.2083,1.00000,25.0333,12.0068,0.151025,0.00000,0.529577E-01,99.9808,-35.1523,-49946.6,26135.0,4004.95,1.00000,1.00000,1.00000,0.661320,0.633111,0.591000,296.415,299.550,299.846,299.850,2.00000
2022-07-30,05:30,211.2291,1.00000,24.7333,11.9860,8.42560,0.00000,3.39061,99.9778,-37.8480,-22815.1,27445.5,4441.54,1.00000,1.00000,1.00000,0.661142,0.633056,0.591000,296.042,299.550,299.706,299.850,2.00000
2022-07-30,06:00,211.2499,1.00000,24.3700,11.9846,55.6474,0.00000,23.0630,99.9782,-20.5172,-51690.2,-13039.8,-35909.6,1.00000,1.00000,1.00000,0.661139,0.633045,0.590236,295.894,299.549,299.562,299.850,2.00000
2022-07-30,06:30,211.2707,1.00000,24.2000,11.9962,123.675,0.00000,50.1045,99.9796,2.80364,-34135.2,13737.4,-7719.10,1.00000,1.00000,1.00000,0.661225,0.633006,0.590000,295.955,299.419,299.550,299.737,2.00000
2022-07-30,07:00,211.2916,1.00000,24.6200,12.0222,169.150,0.00000,68.9264,99.9802,22.0614,-42391.6,9885.46,-857.075,1.00000,1.00000,1.00000,0.661156,0.633011,0.590050,296.309,299.350,299.550,299.554,2.00000
2022-07-30,07:30,211.3124,1.00000,24.9667,11.9895,154.893,0.00000,48.0339,99.9819,4.43242,-49374.7,2483.43,-26996.3,1.00000,1.00000,1.00000,0.661153,0.633000,0.590389,296.483,299.350,299.550,299.550,2.00000
2022-07-30,08:00,211.3332,1.00000,25.0533,11.9969,569.525,0.00000,273.488,95.8255,193.092,-42483.7,20077.4,-9755.51,1.00000,1.00000,1.00000,0.661200,0.633006,0.591592,297.418,299.350,299.550,299.550,2.00000
2022-07-30,08:30,211.3541,1.00000,26.4133,12.0861,984.352,0.00000,476.081,84.5924,297.434,-57106.0,37925.4,27318.8,1.00000,1.00000,1.00000,0.661136,0.633050,0.593164,298.247,299.350,299.550,299.550,2.00000
